provider,dataset,title,tags,name,subtitle,url
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Clutha District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-Z06Am579koNSfWuQ
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Christchurch City, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-dQFjCnaaOLSi2viB
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Hurunui District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-zjRaZoEdTLr32Ady
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Horowhenua District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-JhcRaz76IyDVYks1
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Hauraki District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-DXhFvKSWxtQjnWdk
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Auckland, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-YEeumaaO2cdSL77j
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Chiropractors in New Zealand,Jobs|Chiropractor|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/9pfm9Tkfi8b9AC0x
Statistics New Zealand,New Zealand Disability Survey 2013,Disability rate in New Zealand,Health|Disability|Ethnicity,,"By ethnicity and age group, 2013, % of population",https://figure.nz/chart/lWUAUjav3Ww88tlW
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 2 (absolute values) 2013,"Cigarette smoking behaviour in Buller District, New Zealand",People|Smoking|Cigarettes|Health,,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-QZXlOFap5MdDuURU
Statistics New Zealand,New Zealand Disability Survey 2013,Impairment rates of adults living in residential care facilities in New Zealand,Health|Disability|Impairment,,"By impairment type, 2013, % of adults in residential care facilities",https://figure.nz/chart/TKVP3DrHhRZvKasX
Statistics New Zealand,New Zealand Disability Survey 2013,Percentage of the New Zealand disabled population with multiple impairments,Health|Disability|Impairment,,"By sex and age group, 2013, % of people with disabilities",https://figure.nz/chart/0Ws8yVNSkXv27jzL
Ministry of Health,Cancer Historical Summary 1948-2011,Cancer registrations for melanoma in New Zealand,Cancer|Melanoma|Health,,"1948â€“2011, age standardised rate per 100,000 population",https://figure.nz/chart/zO307ThrfS7JR7ve
Ministry for the Environment,Environmental Reporting: Air Domain Report 2014,Annual average nitrogen dioxide concentration in New Zealand,Pollution|Science|Emissions|Health,,"For select locations, 2002â€“2012, micrograms per cubic metre of air",https://figure.nz/chart/nOMpEMKQPLA4Aaeo
Statistics New Zealand,New Zealand Disability Survey 2013,Disability rate in New Zealand,Health|Disability|Aging,,"By sex and age group, 2013, % of population",https://figure.nz/chart/qzluDcKyNiDCEfCZ
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Hospital orderlies in New Zealand,Jobs|Hospital Orderly|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/mkn13XPLIjA9oApJ
Statistics New Zealand,Census: Detailed Occupation by Sex and Region 2013 (d),Mothercraft nurses in New Zealand,Jobs|Mothercraft Nurse|Health,,"By region, 2013, number of people employed",https://figure.nz/chart/KKRlhiiBMTxVBWwV
Ministry of Health,"New Zealand Health Survey: Child health service use, unmet need and oral health 2014/15",,Oral Health|Dentist|Teeth,Health - Children who had teeth extracted due to decay abscess or infection in lifetime (prevalence) 2014/15,,https://figure.nz/table/RJsRxWsJenO1mrxj
Statistics New Zealand,New Zealand Disability Survey 2013,People with disabilities in New Zealand,Health|Disability|Aging,,"By sex and age group, 2013, thousands",https://figure.nz/chart/WqvjbZmp8Am2PDVj
Ministry of Health,"Selected Cancers 2011, 2012 & 2013",,Cancer|Health|Disease|Illness,"Number of cancer registrations for selected cancers by sex and age group, New Zealand, 2013",,https://figure.nz/table/iVLOcRRJdus4U7zr
Ministry of Health,"Selected Cancers 2011, 2012 & 2013",,Cancer|Health|Disease|Illness,"Rate of cancer registrations for non-MÄÅori for selected cancers by sex and age group, 2012",,https://figure.nz/table/q0zBpr3FnamSoorm
Ministry for the Environment,Environmental Reporting: Air Domain Report 2014,Annual average PM2.5 concentration in New Zealand,Pollution|Emissions|Science|Health,,"By selected location, 2012, micrograms per cubic metre of air",https://figure.nz/chart/pvdAKPnx0rMjvPBF
Ministry of Health,"Selected Cancers 2011, 2012 & 2013",,Cancer|Health|Disease|Illness,"Rate of cancer registrations for selected cancers by sex and age group, New Zealand, 2012",,https://figure.nz/table/chW1vY1KDtl4AsSw
Ministry of Health,"Selected Cancers 2011, 2012 & 2013",,Cancer|Health|Diseases|Illness,"Number of cancer registrations for non-MÄÅori for selected cancers by sex and age group, 2012",,https://figure.nz/table/O8kOE4KUMPEzIe3t
Ministry of Health,"Selected Cancers 2011, 2012 & 2013",,Cancer|Health|Illness|Disease,"Rate of cancer registrations for non-MÄÅori for selected cancers by sex and age group, 2011",,https://figure.nz/table/fOiLZUZj97tA2BlD
Ministry of Health,"Selected Cancers 2011, 2012 & 2013",,Cancer|Health|Disease|Illness,"Number of cancer registrations for non-MÄÅori for selected cancers by sex and age group, 2011",,https://figure.nz/table/lLmuT36qFTIUhkKp
Ministry of Health,Privately Funded Hospital Discharges 2011/2012,,Health|Patients|Hospital|Diseases,Privately funded hospital discharges 2011/12,,https://figure.nz/table/6sbDDtQbv90r8SPI
Ministry of Health,Privately Funded Hospital Discharges 2011/2012,,Health|Hospitals|Patients|Diseases,Privately funded hospital procedures 2011/12,,https://figure.nz/table/X6i38W8qoUbJ3fjW
Ministry of Health,New Zealand Health Survey: 2011-14 results for children for all 20 DHBs,,Maori|Diseases,"Health - Health measures for children by DHB, ethnicity and sex 2011â€“2014",,https://figure.nz/table/pIdZCYp7YT5VbVt0
Ministry of Health,New Zealand Health Survey: 2011-14 results for children for all 20 DHBs,,Illness|Child Welfare|Diseases,"Health - Health measures for children by DHB, age group and sex 2011â€“2014",,https://figure.nz/table/TIXSVeEC3L8k5DfB
Ministry of Health,"New Zealand Health Survey: Adult health service use, unmet need and oral health 2014/15",,Transport,Health - Unmet need for after-hours due to lack of transport among adults (prevalence) 2014/15,,https://figure.nz/table/3sLq5jK5Lo4Xsk76
Ministry of Health,Suicide Facts: Deaths and intentional self-harm hospitalisations 2012,,,"Mental health - Intentional self-harm hospitalisation, by ethnicity and sex 1996â€“2012",,https://figure.nz/table/TbO8eTzMjLpSLZTY
Ministry of Health,"New Zealand Health Survey: Adult health service use, unmet need and oral health 2014/15",,Poverty|GP|Doctor,Health - Unmet need for GP due to cost among adults (time trends) 2011/12â€“2014/15,,https://figure.nz/table/MPWEQxiYEa5rAL13
Ministry of Health,National Immunisation Register: Immunisation coverage data 12-month reporting period June 2016,,Immunisation|Vaccine,Health - Immunisation coverage by deprivation quintile and DHB at milestone ages June 2016,,https://figure.nz/table/MW9oeWyFtjt67bJq
Ministry of Health,"New Zealand Health Survey: Adult health service use, unmet need and oral health 2014/15",,Medical Centre,Health - Adults who visited after-hours medical centre in past 12 months  (prevalence) 2014/15,,https://figure.nz/table/Tk2hIwvPYZhrXpYN
Ministry of Health,"New Zealand Health Survey: Adult health service use, unmet need and oral health 2014/15",,Doctor|GP,Health - Adults who visited GP in past 12 months (prevalence) 2014/15,,https://figure.nz/table/qN0BO6aDwDjpuIoS
Ministry of Health,Suicide Facts: Deaths and intentional self-harm hospitalisations 2012,,Suicide,"Mental health - Suicide death rates for OECD countries, by sex and by age group",,https://figure.nz/table/kpVXZKLw4S3CxQDK
Ministry of Health,"New Zealand Health Survey: Adult health service use, unmet need and oral health 2014/15",,Poverty|Doctor|GP,Health - Unmet need for GP due to cost among adults (prevalence) 2014/15,,https://figure.nz/table/yTa9pZMl3BLWJ3Du
Ministry of Health,Suicide Facts: Deaths and intentional self-harm hospitalisations 2012,,,"Mental health - Intentional self-harm hospitalisation, by DHB of domicile and sex 2010â€“2012",,https://figure.nz/table/ZbE5cXKpYQy9QCDM
Ministry of Health,Suicide Facts: Deaths and intentional self-harm hospitalisations 2012,,Youth,"Mental health - Youth intentional self-harm hospitalisation for MÄÅori and non-MÄÅori, by sex 1996â€“2012",,https://figure.nz/table/aj3y6odMQwRtM5ed
Ministry of Health,Suicide Facts: Deaths and intentional self-harm hospitalisations 2012,,Suicide,Mental health - Suicide deaths by District Health Board of domicile and by sex 2008â€“2012,,https://figure.nz/table/b8A0xxe6TX5Rq8wO
Ministry of Health,Suicide Facts: Deaths and intentional self-harm hospitalisations 2012,,Suicide,"Mental health - Suicide deaths by MÄÅori and non-MÄÅori, sex and by age 1996â€“2012",,https://figure.nz/table/O0kDiHwYeA5a5SkN
Ministry of Health,"New Zealand Health Survey: Child health service use, unmet need and oral health 2014/15",,After-Hours,Health - Children whose last visit at an after-hours medical centre was free (prevalence) 2014/15,,https://figure.nz/table/42NcJS1fVlzbltfz
Ministry of Health,New Zealand Health Survey: Adult health conditions 2014/15,,Heart,Health - Ischaemic heart disease among adults (time trends) 2006/07â€“2014/15,,https://figure.nz/table/5qcs3y1Kan3Z2pL3
Ministry of Health,New Zealand Health Survey: Private Health Insurance Coverage 2011â€“2015,,Insurance|Coverage,"Health - Adults with private health insurance cover, by income and self-rated health 2011â€“2015 average",,https://figure.nz/table/SFlqV3Db1hUuyrXr
Ministry of Health,New Zealand Health Survey: Adult health status - behaviours and risk factors 2014/15,,Nutrition|Weight|Fitness,Health - Class 2 obesity among adults (time trends) 2006/07â€“2014/15,,https://figure.nz/table/7vQHAPcnm23t0n8o
Ministry of Health,New Zealand Health Survey: Private Health Insurance Coverage 2011â€“2015,,Insurance|Coverage,"Health - Who pays for private health insurance cover, by income 2011â€“2015 average",,https://figure.nz/table/iPoqr401Ff4lSKWk
Ministry of Health,New Zealand Health Survey: Private Health Insurance Coverage 2011â€“2015,,Insurance|Coverage,"Health - Adults with private health insurance cover, by DHB 2011â€“2015 average",,https://figure.nz/table/BLxaYFKdPYKZxEuV
Ministry of Health,New Zealand Health Survey: Private Health Insurance Coverage 2011â€“2015,,Insurance|Coverage,"Health - Children with private health insurance cover, by sociodemographic categories 2011â€“2015 average",,https://figure.nz/table/M1vwCxcj1cl7sWFF
Ministry of Health,New Zealand Health Survey: Private Health Insurance Coverage 2011â€“2015,,Insurance|Coverage,"Health - Children with private health insurance cover, by DHB 2011â€“2015 average",,https://figure.nz/table/uq601SokMy2FFqQ9
Ministry of Health,New Zealand Health Survey: Private Health Insurance Coverage 2011â€“2015,,Insurance|Coverage,"Health - Adults with private health insurance cover, by age and ethnic group 2011â€“2015 average",,https://figure.nz/table/H3kW2wbz7CxTKPNk
Ministry of Health,New Zealand Health Survey: Private Health Insurance Coverage 2011â€“2015,,Insurance|Coverage,"Health - Adults with private health insurance cover, by sociodemographic categories 2011â€“2015 average",,https://figure.nz/table/9OvtQv3wKlcY13YY
Ministry of Health,National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,,Interventions|District Health Board,"Health - Publicly funded hospital procedures by health intervention type, by DHB 2013/2014",,https://figure.nz/table/WM4wu3h2ZTR7Lvjm
Ministry of Health,New Zealand Health Survey: Child health status and behaviours 2014/15,,Weight,Health - Children by body mass index (BMI) category by age and sex 2014/15,,https://figure.nz/table/wdCF63JATe5fOkKT
Ministry of Health,National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by age and ethnic group 2013/2014,,Interventions|Ethnicity,"Health - Publicly funded hospital procedures by health intervention type, by age and ethnic group 2013/2014",,https://figure.nz/table/NMPkadiDv8xenrCM
Ministry of Health,New Zealand Health Survey: Adult health conditions 2014/15,,Blood Pressure,Health - High blood pressure among adults (time trends) 2006/07â€“2014/15,,https://figure.nz/table/SCWiA0zfvISNYtJI
Ministry of Health,New Zealand Health Survey: Child health status and behaviours 2014/15,,Weight,Health - Mean body mass index (BMI) of children by age 2014/15,,https://figure.nz/table/umbK8MS3KuCqts3N
Ministry of Health,"New Zealand Health Survey: Child health service use, unmet need and oral health 2014/15",,After-Hours,Health - Children who visited an after-hours medical centre in past 12 months (prevalence) 2014/15,,https://figure.nz/table/AlE1qJ9L6hC81sZp
Ministry of Health,New Zealand Health Survey: Child health status and behaviours 2014/15,,Punishment|Violence,Health - Children who received physical punishment in past 4 weeks (prevalence) 2014/15,,https://figure.nz/table/jtW6RvCL12FuX9uj
Ministry of Health,"New Zealand Health Survey: Child health service use, unmet need and oral health 2014/15",,Nurse,Health - Children whose last visit to a practice nurse was free (prevalence) 2014/15,,https://figure.nz/table/9tE24LmVeYxU9HBW
Ministry of Health,"New Zealand Health Survey: Child health service use, unmet need and oral health 2014/15",,Dentist|Teeth,Health - Children who visited a dental health care worker in past 12 months (prevalence) 2014/15,,https://figure.nz/table/ocV5sNL3epIenwwQ
Ministry of Health,New Zealand Health Survey: Adult health status - behaviours and risk factors 2014/15,,Drinking|Alcohol,Health - Hazardous drinkers among past-year drinkers (time trends) 2006/07â€“2014/15,,https://figure.nz/table/KAU27tQNEz1T26dE
Ministry of Health,"New Zealand Health Survey: Child health service use, unmet need and oral health 2014/15",,Doctor|GP,Health - Children whose parent definitely had confidence and trust in their child's GP (prevalence) 2014/15,,https://figure.nz/table/7iMpJBNsLZ1poXN3
Ministry of Health,"New Zealand Health Survey: Child health service use, unmet need and oral health 2014/15",,Doctor|GP,Health - Children who visited a GP in the past 12 months (prevalence) 2014/15,,https://figure.nz/table/qPUxVPSSNYCB1Q1C
Ministry of Health,"New Zealand Health Survey: Child health service use, unmet need and oral health 2014/15",,,Health - Mean number of visits to an after-hours medical centre among children 2014/15,,https://figure.nz/table/lQO3B1aODffhIHQB
Ministry of Health,New Zealand Health Survey: Adult health status - behaviours and risk factors 2014/15,,,"Health - Excellent, very good or good self-rated health among adults (prevalence) 2014/15",,https://figure.nz/table/eFv9QB5RZLR9cdXe
Ministry of Health,New Zealand Health Survey: Adult health status - behaviours and risk factors 2014/15,,Drinking|Alcohol,Health - Consumption of 6+ drinks on one occasion at least monthly among adults (prevalence) 2014/15,,https://figure.nz/table/4quQprLw0tHdXtzY
Ministry of Health,"New Zealand Health Survey: Child health service use, unmet need and oral health 2014/15",,GP|Doctor,Health - Children whose last GP visit at a GP clinic was free (prevalence) 2014/15,,https://figure.nz/table/zfVWUDzw9QYn9sSz
Ministry of Health,New Zealand Health Survey: Adult health status - behaviours and risk factors 2014/15,,Drinking|Alcohol,Health - Consumption of 6+ drinks on one occasion at least weekly among adults (prevalence) 2014/15,,https://figure.nz/table/6PaeVnvyMOzW83TM
